Datetime,Open,High,Low,Close,Adj Close,Volume
2024-08-30 09:30:00-04:00,415.8360900878906,415.8360900878906,415.739990234375,415.8299865722656,415.8299865722656,1504297
2024-08-30 09:31:00-04:00,415.9800109863281,416.0,415.9800109863281,416.0,416.0,88301
2024-08-30 09:32:00-04:00,415.94000244140625,416.9599914550781,415.8999938964844,416.5,416.5,123942
2024-08-30 09:33:00-04:00,416.4700012207031,416.6700134277344,415.8999938964844,415.9549865722656,415.9549865722656,62886
2024-08-30 09:34:00-04:00,415.9750061035156,415.9750061035156,415.1600036621094,415.7850036621094,415.7850036621094,56887
2024-08-30 09:35:00-04:00,415.7099914550781,415.7099914550781,415.1400146484375,415.1499938964844,415.1499938964844,61480
2024-08-30 09:36:00-04:00,415.1300048828125,415.4386901855469,414.67999267578125,414.81500244140625,414.81500244140625,56834
2024-08-30 09:37:00-04:00,414.70001220703125,414.70001220703125,414.19000244140625,414.67999267578125,414.67999267578125,54064
2024-08-30 09:38:00-04:00,414.5899963378906,415.05999755859375,414.5899963378906,415.05999755859375,415.05999755859375,37632
2024-08-30 09:39:00-04:00,415.0400085449219,415.30999755859375,414.95001220703125,415.17498779296875,415.17498779296875,35963
2024-08-30 09:40:00-04:00,415.1499938964844,415.3699951171875,415.010009765625,415.29998779296875,415.29998779296875,23968
2024-08-30 09:41:00-04:00,415.32000732421875,415.989990234375,415.32000732421875,415.8349914550781,415.8349914550781,38702
2024-08-30 09:42:00-04:00,415.8926086425781,416.19000244140625,415.80999755859375,416.07501220703125,416.07501220703125,24947
2024-08-30 09:43:00-04:00,416.07501220703125,416.2864074707031,415.8599853515625,416.2864074707031,416.2864074707031,24815
2024-08-30 09:44:00-04:00,416.2799987792969,416.3699951171875,415.6700134277344,415.7900085449219,415.7900085449219,30015
2024-08-30 09:45:00-04:00,415.8399963378906,416.16448974609375,415.6600036621094,416.16448974609375,416.16448974609375,27323
2024-08-30 09:46:00-04:00,416.2300109863281,416.44500732421875,416.0954895019531,416.1549987792969,416.1549987792969,32381
2024-08-30 09:47:00-04:00,416.1549987792969,416.5,415.8900146484375,416.0,416.0,54521
2024-08-30 09:48:00-04:00,416.1000061035156,416.25,416.0199890136719,416.1600036621094,416.1600036621094,23974
2024-08-30 09:49:00-04:00,416.2428894042969,416.2799987792969,416.05999755859375,416.0799865722656,416.0799865722656,19515
2024-08-30 09:50:00-04:00,416.1199951171875,416.1700134277344,415.54998779296875,415.80999755859375,415.80999755859375,27700
2024-08-30 09:51:00-04:00,415.739990234375,416.79998779296875,415.7300109863281,416.79998779296875,416.79998779296875,29431
2024-08-30 09:52:00-04:00,416.79998779296875,416.84979248046875,416.5799865722656,416.764892578125,416.764892578125,30838
2024-08-30 09:53:00-04:00,416.7650146484375,416.9049987792969,416.7300109863281,416.864990234375,416.864990234375,27320
2024-08-30 09:54:00-04:00,416.8999938964844,417.0199890136719,416.75,416.75,416.75,36263
2024-08-30 09:55:00-04:00,416.70001220703125,416.8800048828125,416.70001220703125,416.7349853515625,416.7349853515625,34636
2024-08-30 09:56:00-04:00,416.7250061035156,416.7250061035156,416.1600036621094,416.45001220703125,416.45001220703125,38479
2024-08-30 09:57:00-04:00,416.2900085449219,416.7200012207031,416.2900085449219,416.5400085449219,416.5400085449219,18910
2024-08-30 09:58:00-04:00,416.6199951171875,416.69000244140625,416.4599914550781,416.69000244140625,416.69000244140625,17990
2024-08-30 09:59:00-04:00,416.7134094238281,416.82000732421875,416.4549865722656,416.625,416.625,48781
2024-08-30 10:00:00-04:00,416.69000244140625,417.0899963378906,416.6000061035156,416.7099914550781,416.7099914550781,61075
2024-08-30 10:01:00-04:00,416.7099914550781,417.0,416.6499938964844,416.7699890136719,416.7699890136719,18734
2024-08-30 10:02:00-04:00,416.8999938964844,417.1499938964844,416.8699951171875,417.0450134277344,417.0450134277344,13534
2024-08-30 10:03:00-04:00,417.0299987792969,417.07000732421875,416.7900085449219,416.79998779296875,416.79998779296875,22577
2024-08-30 10:04:00-04:00,416.8399963378906,416.9700012207031,416.7099914550781,416.760009765625,416.760009765625,20460
2024-08-30 10:05:00-04:00,416.8398132324219,416.8399963378906,416.5199890136719,416.7049865722656,416.7049865722656,36118
2024-08-30 10:06:00-04:00,416.67999267578125,416.8399963378906,416.57000732421875,416.760009765625,416.760009765625,17376
2024-08-30 10:07:00-04:00,416.79998779296875,417.0299987792969,416.7300109863281,416.9100036621094,416.9100036621094,19035
2024-08-30 10:08:00-04:00,416.8949890136719,416.989990234375,416.739990234375,416.989990234375,416.989990234375,20902
2024-08-30 10:09:00-04:00,416.94500732421875,417.0599060058594,416.8200988769531,416.92498779296875,416.92498779296875,38612
2024-08-30 10:10:00-04:00,416.8900146484375,417.07000732421875,416.82000732421875,417.0249938964844,417.0249938964844,25115
2024-08-30 10:11:00-04:00,417.0445861816406,417.3900146484375,416.9237976074219,417.18499755859375,417.18499755859375,34876
2024-08-30 10:12:00-04:00,417.17999267578125,417.29998779296875,416.93011474609375,417.05999755859375,417.05999755859375,24381
2024-08-30 10:13:00-04:00,417.05999755859375,417.2300109863281,416.8349914550781,416.9599914550781,416.9599914550781,26305
2024-08-30 10:14:00-04:00,417.010009765625,417.0199890136719,416.6499938964844,416.67999267578125,416.67999267578125,24535
2024-08-30 10:15:00-04:00,416.6700134277344,416.75,416.489990234375,416.67999267578125,416.67999267578125,23242
2024-08-30 10:16:00-04:00,416.7099914550781,416.95001220703125,416.5799865722656,416.6700134277344,416.6700134277344,24567
2024-08-30 10:17:00-04:00,416.6773986816406,416.8800048828125,416.6773986816406,416.7900085449219,416.7900085449219,12865
2024-08-30 10:18:00-04:00,416.84991455078125,416.9949951171875,416.6700134277344,416.6700134277344,416.6700134277344,18526
2024-08-30 10:19:00-04:00,416.69000244140625,416.79998779296875,416.5723876953125,416.5723876953125,416.5723876953125,16822
2024-08-30 10:20:00-04:00,416.6000061035156,416.6300048828125,416.19000244140625,416.2449951171875,416.2449951171875,29514
2024-08-30 10:21:00-04:00,416.2699890136719,416.6199951171875,415.9599914550781,416.0,416.0,44124
2024-08-30 10:22:00-04:00,416.05999755859375,416.1199951171875,415.8599853515625,415.9100036621094,415.9100036621094,28230
2024-08-30 10:23:00-04:00,415.9410095214844,416.0799865722656,415.8203125,416.0799865722656,416.0799865722656,15960
2024-08-30 10:24:00-04:00,415.9599914550781,416.29998779296875,415.95001220703125,416.17498779296875,416.17498779296875,12623
2024-08-30 10:25:00-04:00,416.1650085449219,416.18499755859375,415.5299987792969,415.5299987792969,415.5299987792969,16799
2024-08-30 10:26:00-04:00,415.5249938964844,415.94000244140625,415.3999938964844,415.86859130859375,415.86859130859375,20142
