datetime,AAPL,MSFT,cash,commission,total,returns,equity_curve,drawdown
2024-09-06 04:13:52.662935,0.0,0.0,100000.0,0.0,100000.0,,,
2024-08-30 09:30:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:31:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:32:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:33:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:34:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:35:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:36:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:37:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:38:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:39:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:40:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:41:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:42:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:43:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:44:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:45:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:46:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:47:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:48:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:49:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:50:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:51:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:52:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:53:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:54:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:55:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:56:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:57:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:58:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 09:59:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:00:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:01:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:02:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:03:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:04:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:05:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:06:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:07:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:08:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:09:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:10:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:11:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:12:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:13:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:14:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:15:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:16:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:17:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:18:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:19:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:20:00-04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2024-08-30 10:21:00-04:00,22873.50006103516,-41600.0,118728.39975585938,2.6,100001.89981689455,1.8998168945572047e-05,1.0000189981689456,0.0
2024-08-30 10:22:00-04:00,22899.00054931641,-41591.00036621094,118728.39975585938,2.6,100036.39993896487,0.0003449946664362269,1.0003639993896487,0.0
2024-08-30 10:23:00-04:00,22907.000732421875,-41607.99865722656,118728.39975585938,2.6,100027.40183105471,-8.994833796149848e-05,1.0002740183105472,-8.9948337961402e-05
2024-08-30 10:24:00-04:00,22916.000366210934,-41617.49877929688,118728.39975585938,2.6,100026.90134277343,-5.003511758916446e-06,1.0002690134277343,-9.495139966284979e-05
2024-08-30 10:25:00-04:00,22880.00030517578,-41552.99987792969,118728.39975585938,2.6,100055.40018310549,0.000284911758231976,1.000554001831055,0.0
2024-08-30 10:26:00-04:00,22908.999633789066,-41586.859130859375,118728.39975585938,2.6,100050.54025878909,-4.857233400212824e-05,1.000505402587891,-4.857233400205122e-05
2024-08-30 10:27:00-04:00,22916.000366210934,-41601.99890136719,118728.39975585938,2.6,100042.40122070312,-8.134926672975773e-05,1.0004240122070314,-0.0001299176494080047
2024-08-30 10:28:00-04:00,22906.88018798828,-41576.50146484375,118728.39975585938,2.6,100058.77847900393,0.0001637031708652259,1.0005877847900393,0.0
2024-08-30 10:29:00-04:00,22919.500732421875,-41595.00122070313,118728.39975585938,2.6,100052.89926757815,-5.875757744744359e-05,1.0005289926757814,-5.8757577447531916e-05
2024-08-30 10:30:00-04:00,0.0,0.0,100050.29926757811,5.2,100050.29926757811,-2.5986253462617626e-05,1.0005029926757811,-8.47423040207824e-05
2024-08-30 10:31:00-04:00,0.0,0.0,100050.29926757811,5.2,100050.29926757811,0.0,1.0005029926757811,-8.47423040207824e-05
2024-08-30 10:32:00-04:00,0.0,0.0,100050.29926757811,5.2,100050.29926757811,0.0,1.0005029926757811,-8.47423040207824e-05
2024-08-30 10:33:00-04:00,0.0,0.0,100050.29926757811,5.2,100050.29926757811,0.0,1.0005029926757811,-8.47423040207824e-05
2024-08-30 10:34:00-04:00,0.0,0.0,100050.29926757811,5.2,100050.29926757811,0.0,1.0005029926757811,-8.47423040207824e-05
2024-08-30 10:35:00-04:00,0.0,0.0,100050.29926757811,5.2,100050.29926757811,0.0,1.0005029926757811,-8.47423040207824e-05
2024-08-30 10:36:00-04:00,-22944.99969482422,41657.79113769531,81344.69938964842,7.8,100057.49083251951,7.187949455467191e-05,1.0005749083251951,-1.2868900700062141e-05
2024-08-30 10:37:00-04:00,-22947.000122070312,41648.9990234375,81344.69938964842,7.8,100046.69829101561,-0.00010786340347046508,1.000466982910156,-0.00012073091608711755
2024-08-30 10:38:00-04:00,-22955.99975585937,41638.00048828125,81344.69938964842,7.8,100026.7001220703,-0.00019988834501205588,1.000267001220703,-0.00032059512839617056
2024-08-30 10:39:00-04:00,-22953.99932861328,41627.55126953125,81344.69938964842,7.8,100018.25133056639,-8.446536268413851e-05,1.0001825133056639,-0.00040503341189644307
2024-08-30 10:40:00-04:00,-22975.0,41657.00073242188,81344.69938964842,7.8,100026.7001220703,8.447249768428478e-05,1.000267001220703,-0.00032059512839617056
2024-08-30 10:41:00-04:00,-22997.999572753903,41679.99877929688,81344.69938964842,7.8,100026.69859619139,-1.5254716045909333e-08,1.0002669859619138,-0.0003206103782216762
2024-08-30 10:42:00-04:00,-22988.499450683597,41667.00134277344,81344.69938964842,7.8,100023.20128173826,-3.496380968492918e-05,1.0002320128173825,-0.00035556297814633766
2024-08-30 10:43:00-04:00,-22989.99938964844,41646.99096679688,81344.69938964842,7.8,100001.69096679686,-0.00021505325430259958,1.0000169096679685,-0.0005705397674733352
2024-08-30 10:44:00-04:00,-22952.999877929688,41585.00061035156,81344.69938964842,7.8,99976.7001220703,-0.00024990422146820013,0.9997670012207029,-0.0008203014086450981
2024-08-30 10:45:00-04:00,-22938.999938964844,41588.5009765625,81344.69938964842,7.8,99994.20042724608,0.00017504383675803759,0.9999420042724607,-0.0006454011605929056
2024-08-30 10:46:00-04:00,-22937.060546875,41586.4990234375,81344.69938964842,7.8,99994.13786621092,-6.256466363874225e-07,0.9999413786621092,-0.0006460264034361956
2024-08-30 10:47:00-04:00,0.0,0.0,99991.53786621091,10.4,99991.53786621091,-2.6001524244145813e-05,0.9999153786621092,-0.0006720111300091132
2024-08-30 10:48:00-04:00,0.0,0.0,99991.53786621091,10.4,99991.53786621091,0.0,0.9999153786621092,-0.0006720111300091132
2024-08-30 10:49:00-04:00,-22985.00061035156,41660.90087890625,81314.93884277341,13.000000000000002,99990.8391113281,-6.988140173969093e-06,0.999908391113281,-0.0006789945740751281
2024-08-30 10:50:00-04:00,-22977.00042724609,41657.99865722656,81314.93884277341,13.000000000000002,99995.93707275388,5.0984284871491425e-05,0.9999593707275389,-0.0006280449072564128
2024-08-30 10:51:00-04:00,-22966.99981689453,41626.0009765625,81314.93884277341,13.000000000000002,99973.94000244138,-0.00021997964073772192,0.999739400024414,-0.0008478863909010678
2024-08-30 10:52:00-04:00,-22958.00018310547,41623.01025390625,81314.93884277341,13.000000000000002,99979.94891357419,6.010477463092023e-05,0.9997994891357421,-0.0007878325782905498
2024-08-30 10:53:00-04:00,-22933.999633789066,41580.999755859375,81314.93884277341,13.000000000000002,99961.93896484372,-0.00018013560645080418,0.9996193896484374,-0.0009678262680420965
2024-08-30 10:54:00-04:00,0.0,0.0,99959.33896484372,15.600000000000003,99959.33896484372,-2.6009899637080558e-05,0.9995933896484374,-0.000993810994615125
2024-08-30 10:55:00-04:00,0.0,0.0,99959.33896484372,15.600000000000003,99959.33896484372,0.0,0.9995933896484374,-0.000993810994615125
2024-08-30 10:56:00-04:00,0.0,0.0,99959.33896484372,15.600000000000003,99959.33896484372,0.0,0.9995933896484374,-0.000993810994615125
