datetime,AAPL,MSFT,cash,commission,total,returns,equity_curve,drawdown
2024-08-30 10:57:00-04:00,0.0,0.0,99959.33896484372,15.600000000000003,99959.33896484372,0.0,0.9995933896484374,-0.000993810994615125
2024-08-30 10:58:00-04:00,22872.999572753903,-41467.00134277344,118571.24091796871,18.200000000000003,99977.23914794918,0.0001790746446588276,0.9997723914794919,-0.0008149143163070526
2024-08-30 10:59:00-04:00,22869.000244140625,-41442.99926757813,118571.24091796871,18.200000000000003,99997.24189453121,0.0002000730041407106,0.9999724189453122,-0.0006150043545217047
2024-08-30 11:00:00-04:00,22879.620361328125,-41457.00988769531,118571.24091796871,18.200000000000003,99993.85139160152,-3.390596445917993e-05,0.9999385139160153,-0.000648889466665077
2024-08-30 11:01:00-04:00,0.0,0.0,99991.25139160153,20.800000000000004,99991.25139160153,-2.600159873644703e-05,0.9999125139160153,-0.0006748741932379946
2024-08-30 11:02:00-04:00,0.0,0.0,99991.25139160153,20.800000000000004,99991.25139160153,0.0,0.9999125139160153,-0.0006748741932379946
2024-08-30 11:03:00-04:00,0.0,0.0,99991.25139160153,20.800000000000004,99991.25139160153,0.0,0.9999125139160153,-0.0006748741932379946
2024-08-30 11:04:00-04:00,0.0,0.0,99991.25139160153,20.800000000000004,99991.25139160153,0.0,0.9999125139160153,-0.0006748741932379946
2024-08-30 11:05:00-04:00,0.0,0.0,99991.25139160153,20.800000000000004,99991.25139160153,0.0,0.9999125139160153,-0.0006748741932379946
2024-08-30 11:06:00-04:00,0.0,0.0,99991.25139160153,20.800000000000004,99991.25139160153,0.0,0.9999125139160153,-0.0006748741932379946
2024-08-30 11:07:00-04:00,0.0,0.0,99991.25139160153,20.800000000000004,99991.25139160153,0.0,0.9999125139160153,-0.0006748741932379946
2024-08-30 11:08:00-04:00,0.0,0.0,99991.25139160153,20.800000000000004,99991.25139160153,0.0,0.9999125139160153,-0.0006748741932379946
2024-08-30 11:09:00-04:00,0.0,0.0,99991.25139160153,20.800000000000004,99991.25139160153,0.0,0.9999125139160153,-0.0006748741932379946
2024-08-30 11:10:00-04:00,22852.999877929688,-41495.99914550781,118639.1106811523,23.400000000000006,99996.1114135742,4.8604471941660066e-05,0.9999611141357421,-0.0006263025232001231
2024-08-30 11:11:00-04:00,22836.99951171875,-41536.99951171875,118639.1106811523,23.400000000000006,99939.11068115232,-0.0005700294903081549,0.9993911068115233,-0.0011959750026001741
2024-08-30 11:12:00-04:00,22832.000732421875,-41532.99865722656,118639.1106811523,23.400000000000006,99938.11275634763,-9.985328045081232e-06,0.9993811275634765,-0.0012059483884424695
2024-08-30 11:13:00-04:00,22821.00067138672,-41520.49865722656,118639.1106811523,23.400000000000006,99939.61269531248,1.5008678105665751e-05,0.999396126953125,-0.0011909578100280152
2024-08-30 11:14:00-04:00,22833.00018310547,-41509.65881347656,118639.1106811523,23.400000000000006,99962.45205078123,0.00022853155873625575,0.9996245205078126,-0.0009626984227364264
2024-08-30 11:15:00-04:00,22835.00061035156,-41530.99060058594,118639.1106811523,23.400000000000006,99943.12069091792,-0.0001933862111894724,0.9994312069091795,-0.001155898461325369
2024-08-30 11:16:00-04:00,22827.00042724609,-41526.0009765625,118639.1106811523,23.400000000000006,99940.11013183589,-3.012272441782482e-05,0.9994011013183592,-0.0011859863669323734
2024-08-30 11:17:00-04:00,22805.99975585937,-41530.999755859375,118639.1106811523,23.400000000000006,99914.11068115229,-0.0002601503105139624,0.9991411068115232,-0.0014458281427247488
2024-08-30 11:18:00-04:00,22811.00006103516,-41523.49853515625,118639.1106811523,23.400000000000006,99926.61220703123,0.00012512272584630502,0.9992661220703126,-0.001320886322836734
2024-08-30 11:19:00-04:00,22798.01025390625,-41539.99938964844,118639.1106811523,23.400000000000006,99897.12154541013,-0.0002951232006144222,0.9989712154541017,-0.0016156196992518595
2024-08-30 11:20:00-04:00,22774.49951171875,-41532.00073242188,118639.1106811523,23.400000000000006,99881.6094604492,-0.00015528059989078358,0.9988160946044924,-0.0017706494247465457
2024-08-30 11:21:00-04:00,22790.499877929688,-41543.499755859375,118639.1106811523,23.400000000000006,99886.11080322263,4.506678254134755e-05,0.9988611080322267,-0.0017256624396777883
2024-08-30 11:22:00-04:00,22800.0,-41508.99963378906,118639.1106811523,23.400000000000006,99930.11104736326,0.0004405041280193256,0.9993011104736329,-0.001285918473086678
2024-08-30 11:23:00-04:00,22799.989318847656,-41523.00109863281,118639.1106811523,23.400000000000006,99916.09890136716,-0.00014021945787145995,0.9991609890136719,-0.0014259576201670207
2024-08-30 11:24:00-04:00,22814.99938964844,-41544.00024414063,118639.1106811523,23.400000000000006,99910.10982666013,-5.9941038259903046e-05,0.9991010982666017,-0.0014858131850466311
2024-08-30 11:25:00-04:00,22808.999633789066,-41518.499755859375,118639.1106811523,23.400000000000006,99929.61055908201,0.00019518277435293108,0.9992961055908204,-0.0012909204158333312
2024-08-30 11:26:00-04:00,22819.38934326172,-41513.031005859375,118639.1106811523,23.400000000000006,99945.46901855466,0.00015869630016496217,0.9994546901855469,-0.0011324289799621802
2024-08-30 11:27:00-04:00,22814.50042724609,-41511.99951171875,118639.1106811523,23.400000000000006,99941.61159667964,-3.8595265127172595e-05,0.9994161159667966,-0.0011709805386926353
2024-08-30 11:28:00-04:00,22821.00067138672,-41514.99938964844,118639.1106811523,23.400000000000006,99945.1119628906,3.502411212941148e-05,0.9994511196289061,-0.0011359974391169625
2024-08-30 11:29:00-04:00,22824.49951171875,-41531.46057128906,118639.1106811523,23.400000000000006,99932.14962158201,-0.00012969459990608279,0.9993214962158201,-0.0012655447062897046
2024-08-30 11:30:00-04:00,22814.419555664066,-41526.03149414063,118639.1106811523,23.400000000000006,99927.49874267576,-4.6540366877567685e-05,0.9992749874267576,-0.0013120261742523558
2024-08-30 11:31:00-04:00,22767.999267578125,-41486.99951171875,118639.1106811523,23.400000000000006,99920.1104370117,-7.39366616498982e-05,0.999201104370117,-0.0013858658290669319
2024-08-30 11:32:00-04:00,22779.15954589844,-41483.49914550781,118639.1106811523,23.400000000000006,99934.77108154295,0.0001467236622050283,0.9993477108154295,-0.0012393455061716586
2024-08-30 11:33:00-04:00,22807.000732421875,-41473.9990234375,118639.1106811523,23.400000000000006,99972.1123901367,0.00037365681823886554,0.9997211239013671,-0.0008661517778312803
2024-08-30 11:34:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,-2.6007252801441005e-05,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:35:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:36:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:37:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:38:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:39:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:40:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:41:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:42:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:43:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:44:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:45:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:46:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:47:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:48:00-04:00,0.0,0.0,99969.51239013668,26.000000000000007,99969.51239013668,0.0,0.9996951239013669,-0.0008921365044044198
2024-08-30 11:49:00-04:00,22838.00048828125,-41450.0,118586.91208496089,28.60000000000001,99974.91257324215,5.4018299943336956e-05,0.9997491257324217,-0.0008381663961584128
2024-08-30 11:50:00-04:00,22838.999938964844,-41476.0009765625,118586.91208496089,28.60000000000001,99949.91104736325,-0.0002500779969233369,0.9994991104736327,-0.0010880347861082712
2024-08-30 11:51:00-04:00,0.0,0.0,99947.31104736323,31.20000000000001,99947.31104736323,-2.6013029654325948e-05,0.9994731104736325,-0.0011140195126814107
2024-08-30 11:52:00-04:00,0.0,0.0,99947.31104736323,31.20000000000001,99947.31104736323,0.0,0.9994731104736325,-0.0011140195126814107
2024-08-30 11:53:00-04:00,-22873.01025390625,41520.00122070313,81310.20024414056,33.800000000000004,99957.19121093745,9.885372073226151e-05,0.9995719121093747,-0.0010152759169229485
2024-08-30 11:54:00-04:00,-22861.99951171875,41502.49938964844,81310.20024414056,33.800000000000004,99950.70012207025,-6.493868813806092e-05,0.9995070012207027,-0.001080148674374829
2024-08-30 11:55:00-04:00,-22855.99975585937,41508.99963378906,81310.20024414056,33.800000000000004,99963.20012207025,0.00012506165524328594,0.9996320012207026,-0.0009552221043126524
2024-08-30 11:56:00-04:00,-22857.49969482422,41493.499755859375,81310.20024414056,33.800000000000004,99946.20030517572,-0.00017006075109415875,0.9994620030517573,-0.0011251204096183027
2024-08-30 11:57:00-04:00,-22833.999633789066,41476.0009765625,81310.20024414056,33.800000000000004,99952.201586914,6.004512147494978e-05,0.9995220158691401,-0.0010651428461349798
2024-08-30 11:58:00-04:00,0.0,0.0,99949.601586914,36.4,99949.601586914,-2.601243353050897e-05,0.99949601586914,-0.0010911275727080085
2024-08-30 11:59:00-04:00,0.0,0.0,99949.601586914,36.4,99949.601586914,0.0,0.99949601586914,-0.0010911275727080085
2024-08-30 12:00:00-04:00,-22817.999267578125,41422.07946777344,81330.00024414055,38.99999999999999,99934.08044433586,-0.00015528968932043696,0.9993408044433587,-0.0012462478211666805
2024-08-30 12:01:00-04:00,-22818.809509277344,41437.5,81330.00024414055,38.99999999999999,99948.69073486321,0.0001461992791886857,0.9994869073486322,-0.001100230742511096
2024-08-30 12:02:00-04:00,-22833.00018310547,41441.400146484375,81330.00024414055,38.99999999999999,99938.40020751946,-0.00010295810048221998,0.9993840020751947,-0.0012030755653259925
2024-08-30 12:03:00-04:00,0.0,0.0,99935.80020751945,41.59999999999999,99935.80020751945,-2.6016025817976463e-05,0.9993580020751947,-0.001229060291899021
2024-08-30 12:04:00-04:00,0.0,0.0,99935.80020751945,41.59999999999999,99935.80020751945,0.0,0.9993580020751947,-0.001229060291899021
2024-08-30 12:05:00-04:00,0.0,0.0,99935.80020751945,41.59999999999999,99935.80020751945,0.0,0.9993580020751947,-0.001229060291899021
2024-08-30 12:06:00-04:00,-22872.999572753903,41470.04089355469,81333.56031494131,44.19999999999998,99930.60163574209,-5.2019113936818684e-05,0.999306016357421,-0.0012810154712085096
2024-08-30 12:07:00-04:00,-22878.43017578125,41448.9990234375,81333.56031494131,44.19999999999998,99904.12916259756,-0.00026490857366223697,0.9990412916259757,-0.0015455846928894357
2024-08-30 12:08:00-04:00,-22883.999633789066,41445.99914550781,81333.56031494131,44.19999999999998,99895.55982666006,-8.577559315448013e-05,0.9989555982666006,-0.0016312277126001042
2024-08-30 12:09:00-04:00,-22882.000732421875,41435.99853515625,81333.56031494131,44.19999999999998,99887.55811767568,-8.010074720299354e-05,0.9988755811767569,-0.0017111977972444235
2024-08-30 12:10:00-04:00,-22880.99975585937,41432.99865722656,81333.56031494131,44.19999999999998,99885.5592163085,-2.0011514995976754e-05,0.9988555921630851,-0.0017311750685800255
2024-08-30 12:11:00-04:00,-22867.999267578125,41414.99938964844,81333.56031494131,44.19999999999998,99880.56043701162,-5.0045064933224026e-05,0.9988056043701163,-0.001781133496744536
2024-08-30 12:12:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,-2.6031091421852004e-05,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:13:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,0.0,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:14:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,0.0,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:15:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,0.0,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:16:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,0.0,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:17:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,0.0,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:18:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,0.0,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:19:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,0.0,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:20:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,0.0,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:21:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,0.0,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:22:00-04:00,0.0,0.0,99877.96043701161,46.799999999999976,99877.96043701161,0.0,0.9987796043701164,-0.0018071182233174534
2024-08-30 12:23:00-04:00,22832.000732421875,-41342.00134277344,118380.86123046864,49.39999999999997,99870.86062011708,-7.108492067187111e-05,0.9987086062011711,-0.0018780746851337338
2024-08-30 12:24:00-04:00,22841.000366210934,-41364.99938964844,118380.86123046864,49.39999999999997,99856.86220703114,-0.00014016513925096952,0.9985686220703117,-0.00201797658378497
2024-08-30 12:25:00-04:00,22844.99969482422,-41368.310546875,118380.86123046864,49.39999999999997,99857.55037841786,6.891578320233904e-06,0.9985755037841788,-0.002011098912508446
2024-08-30 12:26:00-04:00,0.0,0.0,99854.95037841787,51.999999999999964,99854.95037841787,-2.6037089735697627e-05,0.998549503784179,-0.002037083639081253
2024-08-30 12:27:00-04:00,0.0,0.0,99854.95037841787,51.999999999999964,99854.95037841787,0.0,0.998549503784179,-0.002037083639081253
2024-08-30 12:28:00-04:00,22811.50054931641,-41321.49963378906,118350.34995117177,54.59999999999996,99840.35086669913,-0.00014620719016344985,0.9984035086669916,-0.002182992992969694
2024-08-30 12:29:00-04:00,22802.999877929688,-41296.49963378906,118350.34995117177,54.59999999999996,99856.8501953124,0.0001652571176888884,0.9985685019531243,-0.002018096630410808
2024-08-30 12:30:00-04:00,22797.000122070312,-41292.99926757813,118350.34995117177,54.59999999999996,99854.35080566397,-2.5029726488989823e-05,0.9985435080566399,-0.0020430758444930633
2024-08-30 12:31:00-04:00,22786.99951171875,-41282.99865722656,118350.34995117177,54.59999999999996,99854.35080566397,0.0,0.9985435080566399,-0.0020430758444930633
2024-08-30 12:32:00-04:00,22769.99969482422,-41258.99963378906,118350.34995117177,54.59999999999996,99861.35001220694,7.009415700465205e-05,0.9986135001220696,-0.001973124895167445
2024-08-30 12:33:00-04:00,22780.00030517578,-41245.00122070313,118350.34995117177,54.59999999999996,99885.34903564444,0.00024032344279900641,0.9988534903564446,-0.001733275640536288
2024-08-30 12:34:00-04:00,22775.0,-41244.50073242188,118350.34995117177,54.59999999999996,99880.8492187499,-4.50498189972226e-05,0.9988084921874992,-0.0017782473757796506
2024-08-30 12:35:00-04:00,22761.99951171875,-41254.99877929688,118350.34995117177,54.59999999999996,99857.35068359366,-0.00023526567244924745,0.9985735068359367,-0.0020130946876642654
2024-08-30 12:36:00-04:00,22768.49975585937,-41233.99963378906,118350.34995117177,54.59999999999996,99884.85007324207,0.00027538673377724976,0.9988485007324207,-0.0017382623334578793
2024-08-30 12:37:00-04:00,22777.00042724609,-41244.00024414063,118350.34995117177,54.59999999999996,99883.35013427722,-1.501668134595846e-05,0.9988335013427723,-0.0017532529118723338
